NAME,SIMBADNAME,SIMBADURL,DATE,MASS,R,BMV,MSTAR,RSTAR,TEFF,A,PER,ECC,DIST,NCOMP,PLANETDISCMETH
Kepler-28 b,Kepler-28,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-28,2011,0.0397121,0.320884,,0.75,0.7,4590,0.0581375,5.91213,0,,2,Transit
Kepler-118 c,Kepler-118,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-118,2014,0.184717,0.685164,,,1.094,5274,0.145024,20.17202,,,2,Transit
HAT-P-32 b,HAT-P-32,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-32,2011,0.861516,1.789,0.35,1.16,1.219,6207,0.0342627,2.150008,0,283,1,Transit
GJ 163 c,GJ 163,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+163,2013,0.0215524,,1.491,0.4,,,0.125354,25.63058,0.099,14.9948,3,RV
HD 95089 b,HD 95089,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+95089,2010,1.12925,,0.94,1.38,4.34001,4950,1.38575,507,0.157,139.082,1,RV
XO-3 b,XO-3,http://simbad.harvard.edu/simbad/sim-id?Ident=XO-3,2008,13.2849,1.217,0.4,1.41,2.07898,6429,0.0477112,3.1915426,0.2884,282.997,1,Transit
HD 114729 b,HD 114729,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+114729,2003,0.944758,,0.591,0.998,1.46377,5820.94,2.10235,1114,0.167,36.1141,1,RV
Kepler-122 e,Kepler-122,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-122,2014,0.0208911,0.231956,,,1.216,6050,0.221179,37.993273,,,4,Transit
Kepler-103 c,KOI-108,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-108,2014,0.0877632,0.458519,0.8,1.09,1.44,5845,0.64119,179.612,0,,2,Transit
HD 100655 b,HD 100655,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+100655,2012,1.33352,,1.01,1.71,9.3,4801,0.682908,157.57,0.085,122.249,1,RV
Kepler-400 b,Kepler-400,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-400,2014,0.0122424,0.147203,,,1.145,5886,0.0848304,9.024389,,,2,Transit
Kepler-113 b,KOI-153,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-153,2014,0.013404,0.16237,,0.75,0.69,4725,0.0502736,4.754,0,,1,Transit
HD 142415 b,HD 142415,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+142415,2004,1.66194,,0.621,1.065,1.11902,5901.98,1.06061,386.29999,0.5,34.2349,1,RV
CoRoT-9 b,CoRoT-Exo-9b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-9b,2010,0.843564,1.05,0.86,0.99,0.94,5625,0.406991,95.2738,0.11,459.982,1,Transit
HD 114386 b,HD 114386,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+114386,2004,1.3637,,0.982,0.78,0.637212,4819.64,1.72685,937.70001,0.23,28.8934,1,RV
HD 103197 b,HD 103197,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+103197,2011,0.0982431,,0.86,0.9,1.01561,5303,0.249018,47.84,0,53.135,1,RV
7 CMa b,7 CMa,http://simbad.harvard.edu/simbad/sim-id?Ident=7+CMa,2011,2.43233,,1.061,1.34,2.3,4761,1.80264,763,0.14,19.7511,1,RV
K2-3 b,,,2015,0.0163773,0.195,1.35,0.601,0.561,3896,0.0769351,10.05403,,45,3,Transit
Kepler-368 b,Kepler-368,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-368,2014,0.0318107,0.290838,,,2.019,5502,0.175473,26.84768,,,2,Transit
Kepler-335 b,Kepler-335,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-335,2014,0.0346488,0.302436,,,1.854,5877,0.0685981,6.562331,,,2,Transit
WASP-16 b,WASP-16,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-16,2009,0.842294,1.008,1.22,1,0.946,5700,0.0417858,3.1186009,0,,1,Transit
Kepler-316 b,Kepler-316,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-316,2014,0.00359062,0.0945669,,,0.52,4204,0.0335097,2.240508,,,2,Transit
HD 152581 b,HD 152581,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+152581,2011,1.51375,,0.9,0.927,3.809,5155,1.48938,689,0,186,1,RV
KIC 11442793 h,2MASS J18574403+4918185,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J18574403%2B4918185,2013,0.937417,1.01,,1.2,1.2,6080,0.996347,331.60059,,780,7,Transit
Kepler-103 b,KOI-108,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-108,2014,0.0305195,0.300624,,1.09,1.44,5845,0.127704,15.9654,0,,2,Transit
Kepler-338 b,Kepler-338,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-338,2014,0.0189734,0.217682,,,1.735,5923,0.112199,13.726976,,,3,Transit
Kepler-129 b,Kepler-129,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-129,2014,0.0182069,0.211437,,,1.641,5770,0.123186,15.79186,,,2,Transit
PH-1 b,Kepler-64,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-64,2013,0.100437,0.550851,,1.734,1.759,6407,0.629412,138.506,0.0539,1500,1,Transit
Kepler-306 d,Kepler-306,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-306,2014,0.019315,0.220359,,,0.719,4954,0.131044,17.326644,,,4,Transit
Kepler-37 d,KOI-245,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-245,2011,0.00577478,0.178,0.68,0.803,0.77,5417,0.212021,39.792187,0.102489,66,3,Transit
HD 13908 c,HD 13908,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+13908,2013,5.13,,0.53,1.29,1.67,6255,2.03386,931,0.12,71.2,2,RV
HD 125595 b,HD 125595,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+125595,2011,0.0416764,,1.107,0.756,1.03336,4908,0.0809437,9.6737,0,27.9564,1,RV
WASP-79 b,WASP-79,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-79,2012,0.887514,1.7,0.41,1.52,1.64,6600,0.0534741,3.6623817,0,240,1,Transit
Kepler-107 b,Kepler-107,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-107,2014,0.0116666,0.139174,,,1.411,5851,0.0423212,3.179997,,,4,Transit
HIP 57274 c,HIP 57274,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+57274,2012,0.410096,,1.111,0.73,0.68,4640,0.177758,32.03,0.05,25.9202,3,RV
Kepler-30 d,Kepler-30,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-30,2011,0.0726872,0.784384,,0.99,0.95,5498,0.534239,143.343,0.022,,3,Transit
Kepler-158 c,Kepler-158,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-158,2014,0.0139923,0.169507,,,0.624,4623,0.18282,28.551383,,,2,Transit
HD 93083 b,HD 93083,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+93083,2005,0.368176,,0.945,0.7,1.14863,4995,0.476549,143.58,0.14,27.8552,1,RV
HD 31253 b,HD 31253,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+31253,2011,0.501427,,0.58,1.23,1.64612,5960,1.26054,466,0.3,50.3018,1,RV
Kepler-357 c,Kepler-357,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-357,2014,0.0218083,0.238201,,,0.834,5036,0.128672,16.85837,,,3,Transit
HD 89744 b,HD 89744,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+89744,2000,8.18778,,0.531,1.48,2.02329,6234,0.902604,256.78,0.673,39.4322,1,RV
HD 183263 c,HD 183263,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+183263,2009,3.47646,,0.678,1.121,1.11717,5936.41,4.29488,3066,0.23873,55.0964,2,RV
WASP-42 b,WASP-42,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-42,2012,0.496968,1.063,,0.881,0.85,5200,0.0547344,4.9816877,0,160,1,Transit
Kepler-53 d,Kepler-53,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-53,2014,0.0157841,0.189134,,,0.958,6085,0.0893308,9.751962,,,3,Transit
Kepler-48 b,Kepler-48,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-48,2011,0.0123966,0.17133,,0.88,0.89,5194,0.0532027,4.778,0,,3,Transit
HD 192310 c,HD 192310,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+192310,2011,0.0736073,,0.878,0.8,0.847025,5166,1.18358,525.8,0.32,8.91107,2,RV
HD 1690 b,HD 1690,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+1690,2011,6.52644,,1.354,1.18,21.1524,4364,1.36191,533,0.64,310.559,1,RV
HAT-P-41 b,TYC 488-2442-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+488-2442-1,2012,0.800254,1.685,0.29,1.418,1.683,6390,0.0425775,2.694047,0,344,1,Transit
Kepler-42 c,KOI-961,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-961,2011,0.000954523,0.0650682,1.836,0.13,0.17,3068,0.00585017,0.45328509,,38.7,3,Transit
HD 28185 b,HD 28185,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+28185,2001,5.79721,,0.75,0.99,1.00685,5656,1.02341,379,0.05,42.337,1,RV
HIP 97233 b,HD 186641,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+186641,2014,19.8471,,1,1.93,5.34,5020,2.5395,1058.8,0.61,106.496,1,RV
HD 23127 b,HD 23127,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+23127,2007,1.40487,,0.69,1.127,1.51172,5752,2.31864,1214,0.44,98.7167,1,RV
HD 154672 b,HD 154672,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+154672,2008,5.00638,,0.71,1.06,1.31501,5714,0.598618,163.94,0.61,64.7668,1,RV
Kepler-275 d,Kepler-275,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-275,2014,0.0333072,0.297083,,,1.383,6165,0.212092,35.676062,,,3,Transit
Kepler-52 b,Kepler-52,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-52,2011,0.015593,0.187182,,0.54,0.52,4075,0.0630945,7.8773565,,,3,Transit
OGLE-TR-10 b,OGLE-TR-10,http://simbad.harvard.edu/simbad/sim-id?Ident=OGLE-TR-10,2005,0.62,1.25,,1.14,1.17,5950,0.0434856,3.10129,0,,1,Transit
Kepler-370 b,Kepler-370,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-370,2014,0.011856,0.14185,,,0.9,5852,0.0539702,4.57953,,,2,Transit
gamma Leo A b,NSV 4823,http://simbad.harvard.edu/simbad/sim-id?Ident=NSV+4823,2010,10.3722,,1.08,1.57,27.4346,4428,1.29554,428.5,0.144,39.8883,1,RV
HAT-P-2 b,HAT-P-2,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-2,2007,8.87065,1.157,0.41,1.308,1.506,6290,0.0679088,5.6334729,0.5171,114.416,1,Transit
HAT-P-24 b,TYC 774-1441-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+774-1441-1,2010,0.685857,1.242,0.45,1.191,1.317,6373,0.0465021,3.35524,0.067,396,1,Transit
HD 11506 b,HD 11506,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+11506,2007,4.7347,,0.607,1.19,1.26275,6058,2.60488,1405,0.3,51.7063,2,RV
tau Boo b,tau Boo,http://simbad.harvard.edu/simbad/sim-id?Ident=tau+Boo,1997,5.95,,0.508,1.341,1.41847,6387.49,0.0480039,3.312433,0.023,15.6177,1,RV
Kepler-422 b,2MASS J18503111+4619240,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J18503111%2B4619240,2014,1,1.15,,1.15,1.24,,0.0812822,7.8914483,0.016,,1,Transit
Kepler-124 c,Kepler-124,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-124,2014,0.0129124,0.156125,,,0.636,4984,0.112713,13.821375,,,3,Transit
Kepler-184 c,Kepler-184,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-184,2014,0.0145328,0.175752,,,0.873,5788,0.145651,20.303005,,,3,Transit
XO-2S c,TYC 3413-210-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3413-210-1,2014,1.371,,,0.982,1.02,5399,0.47557,120.8,0.1528,,2,RV
HD 34445 b,HD 34445,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+34445,2010,0.790506,,0.62,1.069,1.39357,5836,2.06642,1049,0.27,46.4684,1,RV
Kepler-318 b,Kepler-318,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-318,2014,0.0733215,0.420198,,,1.189,5746,0.0546218,4.662715,,,2,Transit
KELT-7 b,HD 33643,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+33643,2015,1.28,1.533,,1.535,1.732,6789,0.0441609,2.7347749,0,129,1,Transit
HD 125612 b,HD 125612,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+125612,2007,3.06805,,0.628,1.1,1.0426,5897,1.3728,559.40487,0.45899,54.2005,2,RV
Kepler-20 f,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,2011,0.00323095,0.0918085,0.9,0.912,0.944,5466,0.137859,19.57706,0,290,5,Transit
Kepler-198 b,Kepler-198,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-198,2014,0.0239491,0.251584,,,0.94,5574,0.13337,17.790037,,,2,Transit
42 Dra b,42 Dra,http://simbad.harvard.edu/simbad/sim-id?Ident=42+Dra,2009,3.73203,,1.187,0.92,22.04,4200,1.16693,479.1,0.38,96.5251,1,RV
Kepler-216 b,Kepler-216,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-216,2014,0.0179955,0.209653,,,1.26,6091,0.0762713,7.693641,,,2,Transit
Kepler-292 d,Kepler-292,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-292,2014,0.0167934,0.198947,,,0.826,5299,0.0719945,7.055679,,,5,Transit
Kepler-53 b,Kepler-53,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-53,2011,0.0249941,0.257599,,0.98,0.89,5858,0.136705,18.6489525,,,3,Transit
Kepler-11 b,GSC 03144-00002,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+03144-00002,2011,0.00597804,0.1604,,0.961,1.065,5663,0.0914497,10.3039,0.045,,6,Transit
HD 153950 b,HD 153950,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+153950,2009,2.74209,,0.565,1.12,1.15135,6076,1.28031,499.4,0.34,49.5295,1,RV
Kepler-69 b,Kepler-69,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-69,2011,0.0168702,0.199661,,0.81,0.93,5638,0.104565,13.722341,0.16,,2,Transit
Kepler-27 c,Kepler-27,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-27,2011,0.0793989,0.436759,,0.65,0.59,5400,0.168484,31.3309,0,,2,Transit
HD 16141 b,HD 16141,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+16141,2000,0.249652,,0.67,1.052,2.05,5793.95,0.355656,75.523,0.252,38.956,1,RV
Kepler-221 c,Kepler-221,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-221,2014,0.0256819,0.261397,,,0.821,5243,0.0623799,5.690586,,,4,Transit
WASP-97 b,WASP-97,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-97,2013,1.32,1.13,,1.12,1.06,5640,0.0330527,2.07276,0,,1,Transit
Kepler-7 b,2MASS J19141956+4105233,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19141956%2B4105233,2010,0.437758,1.478,,1.347,1.843,5933,0.0622369,4.885525,0,,1,Transit
HIP 91258 b,LTT 15493,http://simbad.harvard.edu/simbad/sim-id?Ident=LTT+15493,2013,1.068,,0.01,0.95,1,5519,0.0566534,5.0505,0.024,44.9,1,RV
WASP-24 b,TYC 339-329-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+339-329-1,2010,1.091,1.3,0.78,1.184,1.331,6075,0.0365155,2.3412127,0,,1,Transit
HAT-P-29 b,TYC 3293-1539-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3293-1539-1,2011,0.779004,1.107,0.47,1.207,1.224,6087,0.0666842,5.723186,0.095,322,1,Transit
Kepler-38 b,Kepler-38,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-38,2012,0.0621296,0.387735,,0.949,1.757,5623,0.429659,105.595,0,,1,Transit
HD 204313 d,HD 204313,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+204313,2012,1.60642,,0.695,1.02,,5767,3.94498,2831.6,0.28,47.4834,2,RV
Kepler-147 b,Kepler-147,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-147,2014,0.0125754,0.136497,,,1.468,6012,0.10603,12.610584,,,2,Transit
HD 50554 b,HD 50554,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+50554,2002,4.39876,,0.582,1.025,1.25271,5928.79,2.26097,1224,0.444,29.9133,1,RV
HD 11964 c,HD 11964,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+11964,2007,0.0770689,,0.817,1.08,1.76025,5372,0.226601,37.910254,0.301733,32.8515,2,RV
Kepler-79 d,Kepler-79,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-79,2014,0.0189,0.653,,,1.403,6189,0.272969,52.09059,0.025,,4,Transit
Kepler-344 c,Kepler-344,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-344,2014,0.0260126,0.263181,,,0.976,5774,0.490824,125.596809,,,2,Transit
HD 13189 b,HD 13189,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+13189,2005,7.12332,,1.48,1.17,32.3233,4337,1.25186,471.6,0.27,1851.85,1,RV
HD 60532 b,HD 60532,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+60532,2008,1.0348,,0.52,1.44,2.35065,6095,0.759258,201.3,0.28,25.2972,2,RV
HAT-P-11 b,HAT-P-11,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-11,2010,0.0825354,0.422,1.025,0.81,0.75,4780,0.0525443,4.8878162,0.198,37.4672,1,Transit
Kepler-406 b,KOI-321,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-321,2014,0.0199792,0.127576,,1.07,1.07,5538,0.0361437,2.42629,0,,2,Transit
Kepler-171 b,Kepler-171,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-171,2014,0.0178911,0.208761,,,0.839,5642,0.0506781,4.166972,,,3,Transit
Kepler-330 b,Kepler-330,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-330,2014,0.00829825,0.120439,,,0.722,5117,0.0799685,8.25978,,,2,Transit
HD 104067 b,HD 104067,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+104067,2011,0.185935,,0.976,0.791,0.858425,4969,0.264333,55.806,0,21.0659,1,RV
Kepler-229 b,Kepler-229,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-229,2014,0.0165098,0.196271,,,0.728,5120,0.0664249,6.252972,,,3,Transit
Kepler-144 c,Kepler-144,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-144,2014,0.00829825,0.120439,,,1.235,6075,0.0914719,10.104665,,,2,Transit
HD 20794 b,HD 20794,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+20794,2011,0.00848679,,0.711,0.7,1.22683,5401,0.120738,18.315,0,6.04339,3,RV
Kepler-94 b,KOI-104,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-104,2014,0.0341063,0.313113,,0.81,0.76,4781,0.033677,2.50806,0,,1,Transit
Kepler-115 c,Kepler-115,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-115,2014,0.0208911,0.231956,,,1.205,5979,0.0846204,8.990889,,,2,Transit
Kepler-320 c,Kepler-320,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-320,2014,0.00871939,0.122223,,,1.108,6435,0.134093,17.934937,,,2,Transit
HD 195019 b,HD 195019,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+195019,1999,3.57989,,0.662,1.025,1.34728,5788.16,0.136688,18.20132,0.0138,38.5208,1,RV
Kepler-274 c,Kepler-274,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-274,2014,0.0135483,0.164154,,,1.007,6023,0.202153,33.197861,,,2,Transit
GJ 832 b,GJ 832,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+832,2009,0.684002,,1.52,0.45,,,3.56153,3657,0.08,4.95368,2,RV
Kepler-26 e,Kepler-26,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-26,2014,0.0186399,0.215006,,,0.571,4486,0.254259,46.827915,,,4,Transit
GJ 667 C b,GJ 667 C,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+667+C,2011,0.0174951,,1.57,0.33,,3350,0.0504277,7.1999,0.15,7.23589,2,RV
Kepler-254 d,Kepler-254,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-254,2014,0.0196646,0.223035,,,0.91,5957,0.138108,18.746477,,,3,Transit
CoRoT-19 b,CoRoT-19,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-19,2012,1.10792,1.29,0.56,1.21,1.65,6090,0.0516604,3.89713,0.047,770.001,1,Transit
Kepler-264 b,Kepler-264,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-264,2014,0.0333072,0.297083,,,1.55,6158,0.231966,40.806231,,,2,Transit
Kepler-122 c,Kepler-122,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-122,2014,0.115399,0.523686,,,1.216,6050,0.105218,12.465988,,,4,Transit
Kepler-142 b,Kepler-142,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-142,2014,0.014692,0.177536,,,1.269,5790,0.0313162,2.024152,,,3,Transit
alpha Ari b,alf Ari,http://simbad.harvard.edu/simbad/sim-id?Ident=alf+Ari,2011,1.71662,,1.16,1.33,13.7883,4513,1.1296,380,0.25,20.1776,1,RV
Kepler-240 c,Kepler-240,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-240,2014,0.0165098,0.196271,,,0.739,4985,0.0779794,7.953528,,,2,Transit
61 Vir b,61 Vir,http://simbad.harvard.edu/simbad/sim-id?Ident=61+Vir,2010,0.016075,,0.709,0.942,0.978547,5571,0.05006,4.215,0.12,8.55505,3,RV
Kepler-298 b,Kepler-298,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-298,2014,0.014454,0.174859,,,0.582,4465,0.0936962,10.475464,,,3,Transit
HD 210702 b,HD 210702,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+210702,2007,1.86459,,0.951,1.71,5.17,5000,1.17218,354.29,0.036,54.9451,1,RV
Kepler-363 d,Kepler-363,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-363,2014,0.0151834,0.182889,,,1.485,5593,0.102192,11.932125,,,3,Transit
HAT-P-4 b,HAT-P-4,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-4,2007,0.671507,1.274,0.7,1.248,1.596,5860,0.0443853,3.056536,0,313.48,1,Transit
HAT-P-21 b,TYC 3013-1229-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3013-1229-1,2011,4.07833,1.024,1.1,0.947,1.105,5588,0.0494951,4.124481,0.228,254,1,Transit
Kepler-215 d,Kepler-215,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-215,2014,0.0184218,0.213222,,,1.027,5739,0.192566,30.864423,,,4,Transit
Kepler-232 c,Kepler-232,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-232,2014,0.0463015,0.34169,,,0.968,5847,0.0990113,11.379349,,,2,Transit
Kepler-346 b,Kepler-346,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-346,2014,0.0216742,0.237309,,,1.021,6033,0.0682408,6.511127,,,2,Transit
Kepler-330 c,Kepler-330,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-330,2014,0.0143757,0.173967,,,0.722,5117,0.124035,15.955387,,,2,Transit
alpha Cen B b,HR 5460,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+5460,2012,0.00354639,,0.88,0.934,0.91,5214,0.0418506,3.2357,0,1.25483,1,RV
mu Ara b,mu Ara,http://simbad.harvard.edu/simbad/sim-id?Ident=mu+Ara,2001,1.74552,,0.694,1.147,1.25035,5784.28,1.5273,643.25,0.128,15.5111,4,RV
TYC 1422-614-1 c,TYC 1422-614-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+1422-614-1,2015,10,,0.95,1.15,6.85,4806,1.39588,559.3,0.048,759,2,RV
WASP-45 b,WASP-45,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-45,2012,1.00657,1.16,1.33,0.909,0.945,5140,0.0405459,3.1260876,0,,1,Transit
Kepler-428 b,KOI-830,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-830,2010,1.27,1.08,,0.87,0.8,5150,0.0432987,3.52563254,0,720,1,Transit
HD 73526 c,HD 73526,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+73526,2006,2.4209,,0.737,1.014,1.45542,5583.74,1.02831,377.8,0.14,100.705,2,RV
HD 108341 b,HD 108341,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+108341,2015,3.4773,,,0.843,0.79,5122,2.00715,1129,0.85,49.4,1,RV
Kepler-382 c,Kepler-382,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-382,2014,0.011856,0.14185,,,0.945,5600,0.103505,12.162701,,,2,Transit
Kepler-333 c,Kepler-333,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-333,2014,0.00422638,0.0990276,,,0.534,4259,0.163234,24.08821,,,2,Transit
Kepler-17 b,2MASS J19533486+4748540,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19533486%2B4748540,2011,2.47943,1.33,0.82,1.16,1.05,5781,0.0267923,1.4857108,0,800,1,Transit
14 Her b,14 Her,http://simbad.harvard.edu/simbad/sim-id?Ident=14+Her,2003,5.21486,,0.877,1.066,0.912364,5387.61,2.93362,1773.4,0.369,17.5716,1,RV
HAT-P-33 b,HAT-P-33,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-33,2011,0.763256,1.686,0.63,1.375,1.637,6446,0.0499317,3.474474,0,387,1,Transit
Kepler-166 c,Kepler-166,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-166,2014,0.0183139,0.212329,,,0.742,5413,0.206443,34.260281,,,2,Transit
HIP 79431 b,HIP 79431,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+79431,2010,2.11299,,1.486,0.49,,3191,0.358346,111.7,0.29,14.3968,1,RV
HD 171238 b,HD 171238,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+171238,2010,2.60901,,0.74,0.943,1.05059,5467,2.54268,1523,0.4,50.2765,1,RV
Kepler-272 c,Kepler-272,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-272,2014,0.0131908,0.159693,,,0.929,5297,0.0650321,6.057342,,,3,Transit
Kepler-157 c,Kepler-157,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-157,2014,0.0168894,0.199839,,,1.044,5774,0.111181,13.5405,,,2,Transit
HIP 5158 b,G 268-114,http://simbad.harvard.edu/simbad/sim-id?Ident=G+268-114,2010,1.42633,,1.08,0.78,0.986271,4962,0.887919,345.72,0.52,41.1862,1,RV
Kepler-308 c,Kepler-308,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-308,2014,0.0161415,0.192702,,,0.941,5895,0.121047,15.38231,,,2,Transit
