NAME,SIMBADNAME,SIMBADURL,DATE,MASS,R,BMV,MSTAR,RSTAR,TEFF,A,PER,ECC,DIST,NCOMP,PLANETDISCMETH
Kepler-296 f,Kepler-296,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-296,2014,0.0131908,0.159693,,,0.557,4249,0.310961,63.335879,,,5,Transit
HD 20782 b,HD 20782,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+20782,2006,1.9,,0.63,0.969,1.12933,5758.36,1.36607,591.9,0.97,35.524,1,RV
Kepler-228 c,Kepler-228,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-228,2014,0.0222169,0.240878,,,1.014,6043,0.050414,4.134444,,,3,Transit
HD 190360 c,HD 190360,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+190360,2005,0.0589738,,0.749,0.983,1.07528,5551.63,0.129216,17.111027,0.23747,15.8579,2,RV
Kepler-23 c,Kepler-23,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-23,2011,0.0305282,0.28523,,1.11,1.52,5760,0.0986522,10.7421,0,,3,Transit
Kepler-378 b,Kepler-378,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-378,2014,0.00105258,0.0669105,,,0.671,4661,0.124744,16.092361,,,2,Transit
HD 65216 b,HD 65216,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+65216,2004,1.21636,,0.672,0.92,0.88536,5666,1.37427,613.09998,0.41,35.5745,1,RV
Kepler-343 c,Kepler-343,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-343,2014,0.0149351,0.180212,,,1.433,5807,0.159296,23.22182,,,2,Transit
Kepler-42 b,KOI-961,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-961,2011,0.0012042,0.0695249,1.836,0.13,0.17,3068,0.0112809,1.2137672,,38.7,3,Transit
Kepler-212 b,Kepler-212,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-212,2014,0.00396389,0.0972433,,,1.455,5852,0.125596,16.257582,,,2,Transit
Kepler-296 c,Kepler-296,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-296,2014,0.0160511,0.19181,,,0.557,4249,0.063479,5.841648,,,5,Transit
Kepler-356 b,Kepler-356,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-356,2014,0.0117295,0.140066,,,1.335,6133,0.0542304,4.612696,,,2,Transit
HAT-P-13 b,HAT-P-13,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-13,2009,0.85708,1.281,0.73,1.22,1.56,5653,0.0426946,2.91625,0.0133,202.02,2,Transit
Kepler-244 b,Kepler-244,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-244,2014,0.0230631,0.246231,,,0.803,5554,0.0518456,4.311792,,,3,Transit
Kepler-448 b,KOI-12,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-12,2015,0,1.43,,1.452,1.63,6820,0.151393,17.8552333,0,426,1,Transit
GJ 3634 b,LHS 2335,http://simbad.harvard.edu/simbad/sim-id?Ident=LHS+2335,2011,0.0221881,,2.45,0.45,0.43,,0.0286881,2.64561,0.08,19.7824,1,RV
Kepler-9 b,Kepler-9,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-9,2010,0.248945,0.842,,1,1.1,,0.140548,19.243158,0.150841,,3,Transit
HD 130322 b,HD 130322,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+130322,2000,1.04309,,0.781,0.836,0.986573,5308.11,0.0896052,10.7085,0.011,31.7058,1,RV
Kepler-31 d,Kepler-31,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-31,2014,0.0685925,0.406816,,,1.306,6034,0.386163,87.648901,,,3,Transit
Kepler-399 d,Kepler-399,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-399,2014,0.0139171,0.168615,,,0.68,5502,0.293358,58.034616,,,3,Transit
Kepler-215 c,Kepler-215,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-215,2014,0.0130508,0.157909,,,1.027,5739,0.117265,14.667108,,,4,Transit
Kepler-108 b,Kepler-108,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-108,2014,0.268526,0.771701,,,2.192,5854,0.262717,49.183921,,,2,Transit
Kepler-348 c,Kepler-348,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-348,2014,0.00789025,0.118655,,,1.359,6177,0.130735,17.265427,,,2,Transit
Kepler-124 b,Kepler-124,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-124,2014,0.000957504,0.0651262,,,0.636,4984,0.0443423,3.410493,,,3,Transit
Kepler-185 c,Kepler-185,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-185,2014,0.0149351,0.180212,,,0.806,5208,0.147681,20.729042,,,2,Transit
Kepler-191 c,Kepler-191,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-191,2014,0.0136944,0.165938,,,0.789,5282,0.133112,17.738506,,,2,Transit
omega Ser b,omega Ser,http://simbad.harvard.edu/simbad/sim-id?Ident=omega+Ser,2013,1.70083,,1.009,2.17,12.3,4770,1.07698,277.02,0.106,80.6452,1,RV
Kepler-111 b,Kepler-111,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-111,2014,0.0117926,0.140958,,,1.157,5952,0.043745,3.341815,,,2,Transit
HD 16175 b,HD 16175,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+16175,2009,4.37946,,0.63,1.29,1.19707,6080,2.1185,990,0.6,57.8704,1,RV
Kepler-235 b,Kepler-235,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-235,2014,0.0167934,0.198947,,,0.554,4255,0.0437311,3.340222,,,4,Transit
HD 46375 b,HD 46375,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+46375,2000,0.227201,,0.86,0.927,0.863012,5285.42,0.0399038,3.023573,0.063,34.8189,1,RV
Kepler-48 c,Kepler-48,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-48,2011,0.045968,0.24177,,0.88,0.89,5194,0.0851485,9.67395,,,3,Transit
Kepler-114 b,Kepler-114,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-114,2014,0.00656354,0.11241,,,0.667,4605,0.0586548,5.188549,,,1,Transit
Kepler-60 d,Kepler-60,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-60,2013,0.0202381,0.227293,,1.11,1.5,5915,0.105629,11.9016171,,,3,Transit
CoRoT-29 b,,,2015,0.85,0.9,1.144,0.97,0.9,5260,0.0389589,2.85057,0.082,765,1,Transit
Kepler-14 b,Kepler-14,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-14,2011,8.40643,1.136,0.24,1.512,2.048,6395,0.0806879,6.790123,0.0350051,979.998,1,Transit
Kepler-234 c,Kepler-234,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-234,2014,0.0375018,0.313141,,,1.113,6224,0.0730543,7.21205,,,2,Transit
CoRoT-13 b,CoRoT-Exo-13b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-13b,2010,1.31099,0.885,0.738,1.09,1.01,5945,0.051069,4.03519,0,1310.62,1,Transit
HD 98219 b,HD 98219,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+98219,2011,2.12353,,0.96,1.62,2.95355,5046,1.32398,436.9,0,134,1,RV
HD 11964 b,HD 11964,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+11964,2006,0.608106,,0.817,1.08,1.76025,5372,3.1288,1944.5898,0.041,32.8515,2,RV
HAT-P-34 b,HAT-P-34,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-34,2012,3.334,1.197,0.410001,1.392,1.197,6442,0.0677467,5.452654,0.441,257.003,1,Transit
Kepler-421 b,KOI-1274,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-1274,2010,0.0592807,0.379,,0.794,0.757,5308,1.43442,704.1984,0.041,320,1,Transit
Kepler-31 b,Kepler-31,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-31,2011,0.0606674,0.383278,,1.21,1.22,6340,0.158038,20.8613,0,,3,Transit
Kepler-85 c,Kepler-85,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-85,2012,0.0162741,0.194,,0.92,1.24,5497,0.102591,12.513,,,4,Transit
Kepler-219 d,Kepler-219,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-219,2014,0.0237984,0.250691,,,1.491,5786,0.258138,47.903645,,,3,Transit
mu Leo b,* mu. Leo,http://simbad.harvard.edu/simbad/sim-id?Ident=*+mu.+Leo,2014,2.4,,,1.5,11.4,4538.2,1.12966,357.8,0.09,38.05,1,RV
Kepler-431 b,KOI-3097,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3097,2010,0.00120877,0.0696,,1.071,1.092,6004,0.0718902,6.803,,,3,Transit
Kepler-248 c,Kepler-248,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-248,2014,0.0541479,0.363101,,,0.831,5190,0.125503,16.239494,,,2,Transit
HD 139357 b,HD 139357,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+139357,2009,10.0754,,1.19,1.35,7.76389,4700,2.34618,1125.7,0.1,118.064,1,RV
HD 1461 b,HD 1461,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+1461,2010,0.0240044,,0.674,1.026,1.12553,5765,0.0635202,5.7727,0.14,23.245,1,RV
Kepler-283 c,Kepler-283,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-283,2014,0.013404,0.16237,,,0.566,4351,0.400986,92.743711,,,2,Transit
HAT-P-30 b,BD+06 1909,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B06+1909,2011,0.711088,1.34,0.451,1.242,1.215,6304,0.0419042,2.810595,0.035,193,1,Transit
Kepler-430 c,2MASS J19311407+4934460,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19311407%2B4934460,2010,0.0129028,0.156,,1.166,1.485,5884,0.4757,110.979,,,2,Transit
Kepler-251 d,Kepler-251,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-251,2014,0.0232079,0.247123,,,0.89,5526,0.189511,30.133001,,,4,Transit
Kepler-234 b,Kepler-234,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-234,2014,0.0425085,0.330092,,,1.113,6224,0.0380552,2.711506,,,2,Transit
Kepler-37 b,KOI-245,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-245,2013,0.00958673,0.0270078,0.68,0.803,0.77,5417,0.102457,13.367308,0,66,3,Transit
Kepler-392 c,Kepler-392,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-392,2014,0.00409374,0.0981354,,,1.129,5938,0.0933838,10.423118,,,2,Transit
HD 8535 b,HD 8535,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+8535,2010,0.682196,,0.553,1.13,1.0437,6136,2.4447,1313,0.15,52.5486,1,RV
HAT-P-28 b,GSC 02284-00503,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+02284-00503,2011,0.627833,1.212,0.37,1.025,1.103,5680,0.0433674,3.257215,0.051,394.999,1,Transit
Kepler-349 c,Kepler-349,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-349,2014,0.014454,0.174859,,,0.927,5956,0.103986,12.247629,,,2,Transit
HD 4203 b,HD 4203,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4203,2002,2.08215,,0.771,1.13,1.15783,5701.69,1.16537,431.88,0.519,77.2201,1,RV
Kepler-331 d,Kepler-331,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-331,2014,0.0121773,0.146311,,,0.492,4347,0.197812,32.134328,,,3,Transit
HD 102956 b,HD 102956,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+102956,2010,0.951497,,0.971,1.68,3.42909,5054,0.0810025,6.4948,0.048,126.263,1,RV
WTS-2 b,KIC 1173581,http://simbad.harvard.edu/simbad/sim-id?Ident=KIC+1173581,2014,1.12,1.3,,0.82,0.761,5000,0.0185537,1.0187074,0,1000,1,Transit
Kepler-362 c,Kepler-362,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-362,2014,0.010538,0.12936,,,0.722,5788,0.220686,37.866281,,,2,Transit
Kepler-186 e,Kepler-186,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-186,2014,0.00672298,0.113201,,0.478,0.472,3788,0.121623,22.407793,0.03,151,5,Transit
Kepler-321 c,Kepler-321,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-321,2014,0.0176845,0.206977,,,1.194,5740,0.108723,13.093921,,,2,Transit
Kepler-376 c,Kepler-376,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-376,2014,0.0131908,0.159693,,,1.175,5900,0.114613,14.172327,,,2,Transit
GJ 176 b,GJ 176,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+176,2009,0.0259969,,1.51,0.49,,,0.0656822,8.7832,0,9.27386,1,RV
HD 23079 b,HD 23079,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+23079,2002,2.4433,,0.583,1.012,1.16249,5927.07,1.59509,730.6,0.102,33.8868,1,RV
HD 178911 B b,HD 178911 B,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+178911+B,2002,7.29127,,0.75,1.06421,0.894377,5667.87,0.344904,71.484,0.114,42.5894,1,RV
WASP-58 b,WASP-58,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-58,2013,0.891379,1.37,0.67,0.94,1.17,5800,0.0562022,5.01718,0,300,1,Transit
Kepler-244 c,Kepler-244,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-244,2014,0.0151834,0.182889,,,0.803,5554,0.0894244,9.767292,,,3,Transit
Kepler-354 b,Kepler-354,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-354,2014,0.0135483,0.164154,,,0.674,4648,0.0608066,5.47666,,,3,Transit
Kepler-278 b,Kepler-278,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-278,2014,0.0541479,0.363101,,,2.935,4991,0.189627,30.160546,,,2,Transit
HD 162020 b,HD 162020,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+162020,2002,15.2138,,0.964,0.8,0.526361,4844.67,0.0756944,8.428198,0.277,29.4291,1,RV
Kepler-183 b,Kepler-183,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-183,2014,0.0152673,0.183781,,,0.958,5888,0.0623606,5.687945,,,2,Transit
Kepler-210 c,Kepler-210,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-210,2014,0.0403249,0.322955,,,0.65,4559,0.0781034,7.972513,,,2,Transit
Kepler-437 b,KOI-3255,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3255,2010,0.0159616,0.19092,,0.707,0.68,4551,0.286604,66.65062,0,417,1,Transit
Kepler-184 d,Kepler-184,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-184,2014,0.0195472,0.222143,,,0.873,5788,0.184825,29.022358,,,3,Transit
HD 168746 b,HD 168746,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+168746,2002,0.245103,,0.713,0.916,0.888361,5563.62,0.0655505,6.404,0.107,42.735,1,RV
GJ 876 c,GJ 876,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+876,2001,0.612168,,1.597,0.32,,,0.129574,30.0881,0.25591,4.68867,4,RV
Kepler-20 c,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,2011,0.0495058,0.273643,0.9,0.912,0.944,5466,0.0930411,10.854092,0,290,5,Transit
Kepler-47 b,Kepler-47,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-47,2012,0.026473,0.265621,,1.043,0.964,5636,0.267621,49.514,0,,2,Transit
Kepler-296 b,Kepler-296,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-296,2014,0.00233796,0.0838612,,,0.557,4249,0.0461525,3.621457,,,5,Transit
Kepler-402 b,Kepler-402,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-402,2014,0.00587447,0.108841,,,1.264,6090,0.0495511,4.028751,,,4,Transit
Kepler-260 b,Kepler-260,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-260,2014,0.0148535,0.17932,,,0.862,5250,0.0795006,8.187399,,,2,Transit
Kepler-255 c,Kepler-255,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-255,2014,0.0266892,0.26675,,,0.933,5573,0.0905121,9.946047,,,2,Transit
HD 215497 b,HD 215497,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+215497,2010,0.020855,,0.953,0.872,1.10659,5113,0.0465952,3.93404,0.16,43.592,2,RV
Kepler-62 f,Kepler-62,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-62,2013,0,0.12568,0.599999,0.69,0.64,4925,0.717595,267.291,0.094434,368,5,Transit
HATS-5 b,,,2014,0.237663,0.912,0.809,0.936,0.871,5304,0.0542014,4.763387,0.019,257,1,Transit
HD 154345 b,HD 154345,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+154345,2007,0.956901,,0.728,0.893,1,5468.12,4.21377,3341.5588,0.044,18.5874,1,RV
Kepler-60 c,Kepler-60,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-60,2013,0.0192896,0.220162,,1.11,1.5,5915,0.0871504,8.9193459,,,3,Transit
Kepler-395 c,Kepler-395,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-395,2014,0.00769114,0.117763,,,0.556,4262,0.209361,34.989262,,,2,Transit
HD 217107 b,HD 217107,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+217107,1999,1.40112,,0.744,1.108,1.5,5704.36,0.0750282,7.1268163,0.126686,19.857,2,RV
Kepler-431 c,KOI-3097,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3097,2010,0.00075757,0.0609,,1.071,1.092,6004,0.0847193,8.703,,,3,Transit
mu Ara c,mu Ara,http://simbad.harvard.edu/simbad/sim-id?Ident=mu+Ara,2004,1.88907,,0.694,1.147,1.25035,5784.28,5.34057,4205.8,0.0985,15.5111,4,RV
HD 7199 b,HD 7199,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7199,2011,0.295018,,0.849,0.89,1.11756,5386,1.36155,615,0.19,35.8809,1,RV
Kepler-233 c,Kepler-233,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-233,2014,0.0223552,0.24177,,,0.758,5360,0.301339,60.418955,,,2,Transit
GJ 433 b,GJ 433,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+433,2013,0.0181986,,1.509,0.48,,3600,0.0580371,7.3709,0.08,8.88257,1,RV
HD 159243 b,HD 159243,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+159243,2013,1.13,,0.54,1.125,1.12,6123,0.110366,12.62,0.02,69.2,2,RV
Kepler-327 d,Kepler-327,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-327,2014,0.0127755,0.15434,,,0.492,3799,0.113517,13.969457,,,3,Transit
HAT-P-31 b,HAT-P-31,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-31,2011,2.16904,1.07,0.35,1.218,1.36,6065,0.0611921,5.005425,0.245,354,1,Transit
OGLE-TR-113 b,OGLE-TR-113,http://simbad.harvard.edu/simbad/sim-id?Ident=OGLE-TR-113,2004,1.26,1.093,,0.779,0.774,4790,0.0228946,1.4324757,0,600,1,Transit
Kepler-356 c,Kepler-356,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-356,2014,0.0133325,0.161477,,,1.335,6133,0.108876,13.121632,,,2,Transit
Kepler-41 b,KOI-196,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-196,2011,0.493545,0.841,,0.94,0.966,5660,0.0289537,1.855558,0,729.927,1,Transit
Kepler-270 b,Kepler-270,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-270,2014,0.0148535,0.17932,,,1.461,6067,0.0995717,11.476094,,,2,Transit
HD 285507 b,HD 285507,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+285507,2014,0.917,,,0.734,0.656,4503,0.0588842,6.0881,0.086,41.34,1,RV
HD 40307 d,HD 40307,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+40307,2009,0.028076,,0.92,0.74,0.839223,4977,0.132422,20.46,0,12.9955,3,RV
HD 290327 b,HD 290327,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+290327,2010,2.54762,,0.761,0.9,0.997399,5552,3.43052,2443,0.08,56.6572,1,RV
Kepler-438 b,KOI-3284,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3284,2010,0.00436191,0.0999205,,0.544,0.52,3748,0.171702,35.23319,0,145,1,Transit
GJ 876 e,V* IL Aqr,http://simbad.harvard.edu/simbad/sim-id?Ident=V*+IL+Aqr,2010,0.039229,,1.597,0.32,,,0.333345,124.26,0.055,4.68867,4,RV
HD 169830 c,HD 169830,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+169830,2004,4.06407,,0.517,1.407,1.80318,6221.43,3.60184,2102,0.33,36.6032,2,RV
47 UMa c,47 UMa,http://simbad.harvard.edu/simbad/sim-id?Ident=47+UMa,2002,0.545774,,0.624,1.063,1.11869,5882.31,3.57197,2391,0.098,14.0627,2,RV
Kepler-85 b,Kepler-85,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-85,2012,0.0145548,0.176,,0.92,1.24,5497,0.0780663,8.306,,,4,Transit
Kepler-313 c,Kepler-313,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-313,2014,0.0205131,0.22928,,,1.536,5727,0.198382,32.273273,,,2,Transit
Kepler-199 b,Kepler-199,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-199,2014,0.0288426,0.277456,,,0.967,5644,0.161192,23.637604,,,2,Transit
Kepler-172 b,Kepler-172,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-172,2014,0.0179955,0.209653,,,1.085,5526,0.0401669,2.940309,,,4,Transit
Kepler-223 d,Kepler-223,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-223,2014,0.0265182,0.265858,,,1.017,5829,0.117913,14.788759,,,4,Transit
Kepler-431 d,KOI-3097,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3097,2010,0.00452953,0.101,,1.071,1.092,6004,0.104497,11.922,,,3,Transit
Kepler-360 b,Kepler-360,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-360,2014,0.0122424,0.147203,,,1.058,6053,0.0432887,3.289672,,,2,Transit
Kepler-246 b,Kepler-246,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-246,2014,0.0178911,0.208761,,,0.831,5206,0.0541452,4.60182,,,2,Transit
Kepler-347 b,Kepler-347,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-347,2014,0.0145328,0.175752,,,1.005,6088,0.10708,12.79836,,,2,Transit
HD 63765 b,HD 63765,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+63765,2011,0.643827,,0.75,0.865,0.975102,5432,0.94038,358,0.24,33.2557,1,RV
Kepler-217 c,Kepler-217,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-217,2014,0.0136211,0.165046,,,1.799,6171,0.0820605,8.586004,,,2,Transit
HD 85390 b,HD 85390,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+85390,2011,0.131884,,0.86,0.76,0.958233,5186,1.52377,788,0.41,32.3729,1,RV
Kepler-401 c,Kepler-401,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-401,2014,0.0160511,0.19181,,,1.333,6117,0.256031,47.318218,,,2,Transit
Kepler-299 c,Kepler-299,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-299,2014,0.0215411,0.236417,,,1.032,5617,0.0708347,6.885875,,,4,Transit
Kepler-112 b,Kepler-112,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-112,2014,0.0181008,0.210545,,,0.841,5544,0.080928,8.408878,,,2,Transit
Kepler-155 c,Kepler-155,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-155,2014,0.0168894,0.199839,,,0.62,4508,0.27496,52.661793,,,2,Transit
Kepler-271 c,Kepler-271,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-271,2014,0.00291583,0.089214,,,0.88,5524,0.0743912,7.410935,,,2,Transit
Kepler-241 c,Kepler-241,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-241,2014,0.0205131,0.22928,,,0.668,4699,0.213635,36.065978,,,2,Transit
WASP-77 A b,BD-07 436,http://simbad.harvard.edu/simbad/sim-id?Ident=BD-07+436,2013,1.75921,1.21,0.78,1.002,0.955,5500,0.0240531,1.3600309,0,93,1,Transit
Kepler-164 c,Kepler-164,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-164,2014,0.022635,0.243554,,,1.148,5888,0.0964797,10.945723,,,3,Transit
Kepler-371 b,Kepler-371,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-371,2014,0.0139171,0.168615,,,0.992,5666,0.208459,34.763278,,,2,Transit
55 Cnc e,55 Cnc,http://simbad.harvard.edu/simbad/sim-id?Ident=55+Cnc,2004,0.0263671,0.185565,0.869,0.905,0.943,5196,0.0154393,0.736546,0,12.3411,5,RV
HIP 57274 d,HIP 57274,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+57274,2012,0.528573,,1.111,0.73,0.68,4640,1.00678,431.7,0.27,25.9202,3,RV
HD 221287 b,HD 221287,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+221287,2007,3.11535,,0.513,1.25,1.10236,6304,1.25015,456.10001,0.08,55.2792,1,RV
KOI-13 b,BD+46 2629,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B46+2629,2011,6.515,1.406,0.21,1.72,1.71,7650,0.0342279,1.76358799,0,,1,Transit
HD 192699 b,HD 192699,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+192699,2007,2.29191,,0.867,1.58,3.61317,5141,1.12292,345.53,0.129,65.6168,1,RV
Kepler-178 d,Kepler-178,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-178,2014,0.0500833,0.352395,,,1.066,5676,0.412251,96.678988,,,3,Transit
Kepler-312 b,Kepler-312,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-312,2014,0.00711292,0.115086,,,1.467,6115,0.0286627,1.772419,,,2,Transit
Kepler-164 b,Kepler-164,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-164,2014,0.00960182,0.125792,,,1.148,5888,0.0574921,5.03503,,,3,Transit
Kepler-341 b,Kepler-341,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-341,2014,0.00523423,0.105273,,,1.024,6012,0.0587074,5.195528,,,4,Transit
Kepler-311 c,Kepler-311,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-311,2014,0.0100631,0.127576,,,1.188,5905,0.142937,19.738286,,,2,Transit
HD 181342 b,HD 181342,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181342,2010,3.14944,,1.02,1.7,4.76324,4965,1.777,663,0.177,110.619,1,RV
WASP-8 b,CCDM J23596-3502AB,http://simbad.harvard.edu/simbad/sim-id?Ident=CCDM+J23596-3502AB,2010,2.13797,1.038,0.728,1.03,0.945,5600,0.080153,8.158715,0.31,86.9996,1,Transit
HD 131496 b,HD 131496,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+131496,2011,2.24115,,1.04,1.61,4.56407,4927,2.1121,883,0.163,110,1,RV
Kepler-154 c,Kepler-154,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-154,2014,0.0260126,0.263181,,,1.001,5690,0.307572,62.303276,,,2,Transit
